Job Zone,Code,Occupation,url,Median Wage,Projected Growth,"Employment Change, 2024-2034",Projected Job Openings,Top Education Level,Sample Job Titles,Job Description,ai_proof_score,final_ranking,key_drivers,Calculation Type,Unpaid Training Years,Training Cost ($),Yr1 ($),Yr2 ($),Yr3 ($),Yr4 ($),Yr5 ($),Yr6 ($),Yr7 ($),Yr8 ($),Yr9 ($),Yr10 ($),10-Year Net Earnings ($),10-Year Net Earnings Calculation,10-Year Net Earnings Calculation Model,Difficulty Score,Difficulty Score Explanation,How to Get There,Job Market,Pension
2,47-2073.00,Operating Engineers and Other Construction Equipment Operators,https://www.onetonline.org/link/summary/47-2073.00,"$28.23 hourly, $58,710 annual",Average (3% to 4%),3.6,"41,900",High school diploma,"Back Hoe Operator, Engineering Equipment Operator, Equipment Operator (EO), Forklift Operator, Heavy Equipment Operator (HEO), Hot Mix Asphalt Operator, Machine Operator, Motor Grader Operator, Operating Engineer, Track Hoe Operator","Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.",2.8,0.562,"Operating engineers work outdoors on construction sites, navigating uneven terrain, variable weather, and constantly changing conditions that require real-time spatial judgment. Autonomous heavy equipment is advancing but remains far from handling the unpredictable, high-stakes environments these operators face daily. The strong physical presence requirement is the primary shield, though the role lacks the legal accountability or trust dimensions that would push resilience higher.",ladder,0,500,35000,36050,37132,58710,60471,62285,64154,66078,68060,70102,557542,"Yr1 $35,000 + Yr2 $36,050 + Yr3 $37,132 + Yr4 $58,710 + Yr5 $60,471 + Yr6 $62,285 + Yr7 $64,154 + Yr8 $66,078 + Yr9 $68,060 + Yr10 $70,102 = $558,042 − $500 training = $557,542","1. Paid Training: 3-4 year paid apprenticeship (0 unpaid years, minimal tool cost).
2. Earnings trajectory: Starts ~$35k. Grows 3% annually. At Year 4, completes apprenticeship/training to become a full operator, jumping to the $58,710 median, maintaining 3% growth.",Medium,Requires extreme precision and spatial awareness to maneuver massive machinery around people and expensive structures. Long hours and exposure to weather/dust are standard.,Enter an apprenticeship through the International Union of Operating Engineers (IUOE) or start as a laborer for an earth-moving company and learn 'seat time' on the job.,"41,900 projected annual openings. Very strong ongoing demand for residential, commercial, and massive infrastructure (road/bridge) highway construction.",Union operators (IUOE) have some of the strongest multi-employer defined-benefit pensions in the construction industry.
2,39-2011.00,Animal Trainers,https://www.onetonline.org/link/summary/39-2011.00,"$18.63 hourly, $38,750 annual",Faster than average (5% to 6%),5.1,"7,100",High school diploma or equivalent,"Agility Instructor, Dog Obedience Instructor, Dog Trainer, Guide Dog Instructor, Guide Dog Mobility Instructor (GDMI), Guide Dog Trainer, Horse Trainer, Racehorse Trainer, Service Dog Trainer, Trainer","Train animals for riding, harness, security, performance, or obedience, or for assisting persons with disabilities. Accustom animals to human voice and contact, and condition animals to respond to commands. Train animals according to prescribed standards for show or competition. May train animals to carry pack loads or work as part of pack team.",3,0.559,"Animal training is deeply physical and relational—trainers must read an individual animal's body language, adapt in real time, and build trust through repeated personal interaction. Each animal responds differently, and the trainer's own growth through the relationship is central to success. Clients trust specific trainers with their animals, making the human bond a core part of the service. However, there are no licensing barriers, and AI offers limited productivity gains for this hands-on work.",linear,0,0,25000,26528,28056,29583,31111,32639,34167,35694,37222,38750,318750,"Linear: ($25,000 up to $38,750) over 10 yrs − $0 training = $318,750","1. Paid Training: Typically learned via unpaid internships or low-paid assistant roles while working (mapped as 0 unpaid years, learning on the job).
2. Earnings trajectory: Salary linearly interpolates from a very low starting point (~$25k) up to the $38,750 median.",Low,No formal barriers to entry. The difficulty is purely economic (surviving on very low pay) and the physical/emotional patience required to work with animals daily.,"Start by volunteering at shelters, apprenticing under an established trainer, or taking online/weekend certification courses (e.g., CPDT-KA) to build a resume.","7,100 projected annual openings. High turnover and growing pet ownership drive steady demand, though full-time, living-wage roles are scarce.",Effectively zero. Mostly independent contractors or small business employees who must self-fund retirement.
3,39-5091.00,"Makeup Artists, Theatrical and Performance",https://www.onetonline.org/link/summary/39-5091.00,"$24.17 hourly, $50,280 annual",Much faster than average (7% or higher),8.1,"1,100",High school diploma or equivalent,"Commercial Makeup Artist (Commercial MUA), Hair and Makeup Designer, Makeup Artist (MUA), Prosthetic Makeup Designer, Special Effects Makeup Artist (Special Effects MUA), Special Makeup Effects Artist, TV and Film Makeup Artist (Television and Film Makeup Artist)","Apply makeup to performers to reflect period, setting, and situation of their role.",3.2,0.559,"Theatrical makeup artists work directly on human faces and bodies in live, high-pressure environments—every performer's features, skin, and the lighting conditions are different, demanding skilled hands-on artistry. Their creative vision and personal style are a major part of why they're hired, and audiences and directors value the authenticity of human-crafted looks. While AI might assist with design concepts, the physical application and artistic judgment on set remain firmly human tasks.",linear,1,10000,0,30000,32535,35070,37605,40140,42675,45210,47745,50280,351260,"Linear: ($30,000 up to $50,280) over 9 yrs − $10,000 training = $351,260","1. Student Pays: Often requires specialized makeup/fx schooling (mapped as 1 unpaid year, roughly $10k).
2. Earnings trajectory: Salary linearly interpolates from a junior/freelance starting wage (~$30k) up to the $50,280 median.",Low,"Schooling is accessible. The true difficulty is surviving the brutal gig economy: inconsistent project work, frantic networking, and managing very long 14+ hour shoot days.","Complete an esthetician, cosmetologist, or specialized makeup academy program. Build a portfolio by doing low/no-pay indie films or theater, then network relentlessly.","1,100 projected annual openings. A tiny, ultra-competitive field highly concentrated in NYC and LA. Finding consistent work is notoriously difficult.","Union artists (e.g., IATSE Local 706/798) get excellent pension points toward retirement. Freelancers get nothing."
3,39-5094.00,Skincare Specialists,https://www.onetonline.org/link/summary/39-5094.00,"$19.98 hourly, $41,560 annual",Much faster than average (7% or higher),6.7,"14,500",High school diploma or equivalent,"Aesthetician, Clinical Esthetician, Electrologist, Esthetician, Facialist, Medical Esthetician, Skin Therapist, Skincare Specialist, Skincare Therapist, Spa Technician (Spa Tech)",Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists.,2.8,0.559,"Skincare specialists provide hands-on treatments that require physical touch and direct interaction with clients' skin, which machines cannot easily replicate. The personal relationship and trust between the specialist and client is a major part of why people seek these services—clients are buying a caring human experience, not just a procedure. While the role doesn't carry heavy legal protections, the combination of physical intimacy and relationship-driven value keeps it reasonably safe from AI replacement.",linear,0.5,5000,12500,26840,28680,30520,32360,34200,36040,37880,39720,41560,315300,"Linear: ($25,000 up to $41,560) over 9.5 yrs − $5,000 training = $315,300","1. Student Pays: Esthetician school (typically 600 hours) mapped as 0.5 unpaid years (~$5k).
2. Earnings trajectory: Yr1 prorated to 50% ($12,500). Salary linearly interpolates from a ~$25k client-building wage up to the $41,560 median.",Low,"Esthetician school is fast and easy to enter. The difficulty lies entirely in sales—convincing clients to buy expensive product lines, re-book, and tip well.",Complete a state-approved esthetician program (takes 4-6 months). Pass the state board written and practical exam to become licensed.,"14,500 projected annual openings. Fast growth driven by the 'wellness' and anti-aging industries, largely in spas, salons, and medical spas.",Almost nonexistent. Primarily independent contractors or heavily commissioned employees relying on their own savings.
3,49-2091.00,Avionics Technicians,https://www.onetonline.org/link/summary/49-2091.00,"$39.13 hourly, $81,390 annual",Much faster than average (7% or higher),8.2,"1,800",Post-secondary certificate,"Aircraft Electrical Systems Specialist, Aircraft Technician, Aviation Electrical Technician, Aviation Electronics Technician, Avionics Electronics Technician, Avionics Installer, Avionics Systems Integration Specialist, Avionics Technician (Avionics Tech), Electronic Technician","Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",3.1,0.558,"Avionics technicians work hands-on with complex electronic systems inside aircraft, requiring physical dexterity in cramped, safety-critical environments. The aviation industry's strict regulatory framework means human technicians must perform and certify this work, providing a meaningful legal shield. As aircraft systems grow more sophisticated with AI-driven avionics, these technicians will increasingly need to troubleshoot and maintain AI-powered systems, keeping their skills relevant and in demand.",linear,1.5,15000,0,25000,53924,57848,61771,65695,69619,73542,77466,81390,551255,"Linear: ($50,000 up to $81,390) over 8.5 yrs − $15,000 training = $551,255","1. Student Pays: 18-month FAA Part 147 school or specialized electronics training (~$15k). 1.5 unpaid years.
2. Earnings trajectory: Yr2 prorated to 50% ($25,000). Salary linearly interpolates from $50k entry up to the $81,390 median.",High,"Requires deep understanding of complex electronics, soldering, radar, and navigation systems. Mistakes can literally bring down an airliner, carrying immense legal pressure.","Complete an FAA-certified aviation maintenance or electronics program, or gain specific military training. Typically earn the FAA Airframe (A) rating and an FCC General Radiotelephone Operator License (GROL).","1,800 projected annual openings. Steady demand to upgrade older aircraft with new digital cockpits/GPS and maintain existing commercial fleets.",Major airlines and defense contractors offer strong 401(k) matches (often 8-10%+). Union positions have robust retirement protections.
3,11-3012.00,Administrative Services Managers,https://www.onetonline.org/link/summary/11-3012.00,"$52.11 hourly, $108,390 annual",Faster than average (5% to 6%),4.6,"23,200",High school diploma or equivalent,"Administrative Coordinator, Administrative Director, Administrative Manager, Administrative Officer, Administrator, Business Administrator, Business Manager","Plan, direct, or coordinate one or more administrative services of an organization, such as records and information management, mail distribution, and other office support services.",2.8,0.557,"Administrative services managers derive much of their value from deep knowledge of how their specific organization works—the people, the processes, the workarounds—and from navigating internal politics to keep operations running smoothly. However, many of their core tasks around scheduling, facilities coordination, procurement, and reporting are increasingly automatable. The role will likely shrink as AI handles more operational logistics, though someone will still need to manage the human side of keeping an office or facility functioning.",linear,0,0,65000,69821,74642,79463,84284,89106,93927,98748,103569,108390,866950,"Linear: ($65,000 up to $108,390) over 10 yrs − $0 training = $866,950","1. Paid Training: Promoted through internal office/coordinator positions (0 unpaid years, $0 cost). We start at management promotion.
2. Earnings trajectory: Salary linearly interpolates from an entry management wage (~$65k) up to the $108,390 median.",Medium,"No specific technical degree required, but necessitates excellent organizational skills, IT literacy, budget management, and the emotional intelligence to navigate office politics.","Start as an administrative assistant, office coordinator, or records clerk. Gain 5-10 years of experience managing systems and personnel to promote to the manager level.","23,200 projected annual openings. Very strong demand as companies look to consolidate facilities management, records, and IT support under one leader.",Rare in the private sector (standard 401k matching). Those working for government or universities have access to strong state pensions.
3,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",https://www.onetonline.org/link/summary/49-3042.00,"$30.76 hourly, $63,980 annual",Faster than average (5% to 6%),5.8,"16,500",Post-secondary certificate,"Construction Equipment Mechanic, Equipment Mechanic, Equipment Technician, Field Mechanic, Field Service Technician, Field Technician, Heavy Equipment Mechanic, Heavy Equipment Technician, Mechanic, Mobile Heavy Equipment Mechanic","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and mining.",2.8,0.557,"These mechanics work on bulldozers, cranes, and other heavy equipment in job sites, mines, and outdoor environments where conditions are unpredictable and every repair is different. The physical demands—crawling under massive machines, diagnosing problems by feel and sound, working in mud and weather—make this very hard for robots to replicate. While AI diagnostic tools may help identify issues faster, the hands-on repair work in unstructured environments keeps this role well-protected from automation.",linear,1,5000,0,45000,47372,49745,52118,54490,56862,59235,61608,63980,485410,"Linear: ($45,000 up to $63,980) over 9 yrs − $5,000 training = $485,410","1. Student Pays: 1-year diesel or heavy equipment certificate (~$5k). 1 unpaid year.
2. Earnings trajectory: Salary linearly interpolates from a ~$45k entry wage up to the $63,980 median.",Medium,"Requires extensive knowledge of hydraulics, electrical systems, and massive diesel engines. Diagnosing complex issues in the mud or freezing rain is physically grueling.","Complete a 1-2 year technical certificate in diesel/heavy equipment mechanics, or enter an apprenticeship. Factory training (e.g., Cat, Deere) is highly prized.","16,500 projected annual openings. Strong, robust demand driven by construction, mining, agriculture, and forestry industries struggling to find skilled techs.",Union mechanics (IUOE) get excellent defined-benefit pensions. Dealership or corporate mining mechanics rely on standard 401(k) plans.
3,53-2012.00,Commercial Pilots,https://www.onetonline.org/link/summary/53-2012.00,"$122,670 annual",Faster than average (5% to 6%),5.1,"6,600",Associate's degree,"Captain, Charter Pilot, Check Airman, Commercial Helicopter Pilot, Commercial Pilot, EMS Helicopter Pilot (Emergency Medical Service Helicopter Pilot), First Officer, Helicopter Pilot, Line Pilot, Pilot","Pilot and navigate the flight of fixed-wing aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots. Excludes regional, national, and international airline pilots.",3.4,0.608,"Commercial pilots must be physically present in the cockpit, hold FAA licenses, and bear direct legal responsibility for every flight. While autopilot handles routine flying, pilots are essential for handling emergencies, unusual weather, and non-standard situations where lives are at stake. Regulations require a licensed human at the controls, and society is unlikely to accept fully autonomous commercial flights anytime soon.",linear,2.0,80000,0,0,45000,56096,67191,78287,89383,100479,111574,122670,590680,"Linear: ($45,000 up to $122,670) over 8 yrs − $80,000 training = $590,680","1. Student Pays: ~2 years of full-time intensive flight school and hour-building (~$80k+ out-of-pocket). 2 unpaid years.
2. Earnings trajectory: Salary starts low (~$45k) while instructing, jumping significantly once hired by a regional/commercial carrier, linearly interpolating to the $122,670 median over the remaining 8 years.",High,"Extremely high financial barriers to entry ($80k-$100k for flight hours). The training requires passing strict FAA medical clearances, rigorous check-rides, and mastering complex theory and motor skills under stress.","Obtain a Private Pilot License, Instrument Rating, and Commercial Pilot License. Build to 1,500 flight hours (often by working as a low-paid flight instructor) to qualify for an Airline Transport Pilot (ATP) certificate if flying for airlines.","6,600 projected annual openings. High demand driven by massive pilot retirements, though the industry is highly cyclical and vulnerable to economic downturns.","Excellent retirement benefits at major airlines, primarily massive 401(k) direct employer contributions (often 15-16% without requiring a pilot match)."
3,11-9199.09,Wind Energy Operations Managers,https://www.onetonline.org/link/summary/11-9199.09,"$65.65 hourly, $136,550 annual",Faster than average (5% to 6%),,"106,700",Associate's degree,"Service Site Manager, Site Manager, Turbine Site Manager, Wind Facilities Manager, Wind Operations Supervisor, Wind Plant Manager, Wind Plant Operations Manager, Wind Site Manager, Wind Site Supervisor, Wind Technician Leader","Manage wind field operations, including personnel, maintenance activities, financial activities, and planning.",3.2,0.608,"Operations managers for wind energy facilities coordinate maintenance teams, manage safety protocols, and make judgment calls about turbine performance across sprawling sites. Their value comes from deep knowledge of their specific fleet, workforce relationships, and the ability to navigate competing priorities between production targets and safety. As the installed base of wind turbines grows, more operations managers are needed to keep everything running.",ladder,0,0,45000,46350,47740,49173,50648,121326,125132,128938,132744,136550,883601,"Yr1 $45,000 + Yr2 $46,350 + Yr3 $47,740 + Yr4 $49,173 + Yr5 $50,648 + Yr6 $121,326 + Yr7 $125,132 + Yr8 $128,938 + Yr9 $132,744 + Yr10 $136,550 = $883,601 − $0 training = $883,601","1. Paid Training: Promoted from wind turbine technician roles (0 unpaid years, $0 cost). We map this from day one of the wind career. 0 unpaid years.
2. Earnings trajectory: Salary starts at entry technician wage ($45k). Promotion to site manager occurs around Year 6, jumping to ~$121k and growing to the $136,550 median.",Medium,"Requires years of grueling field experience as a wind turbine technician to understand the mechanical, electrical, and safety nuances of running a site. Leadership and logistics mastery is required.","Start as a wind turbine technician. Gain 5-10 years of field experience, demonstrate strong safety and leadership skills, and earn promotion to site manager.","106,700 projected annual openings (broader management category). Specific wind management demand is growing steadily as new wind farms are constructed globally.","Standard corporate 401(k) plans with employer matching from major energy companies (e.g., NextEra, GE)."
2,47-2031.00,Carpenters,https://www.onetonline.org/link/summary/47-2031.00,"$28.51 hourly, $59,310 annual",Faster than average (5% to 6%),4.5,"74,100",High school diploma or equivalent,"Bridge Carpenter, Cabinet Maker, Carpenter, Concrete Carpenter, Construction Carpenter, Form Carpenter, Framer, Maintenance Carpenter, Rough Carpenter, Scaffold Builder","Construct, erect, install, or repair structures and fixtures made of wood and comparable materials, such as concrete forms; building frameworks, including partitions, joists, studding, and rafters; and wood stairways, window and door frames, and hardwood floors. May also install cabinets, siding, drywall, and batt or roll insulation. Includes brattice builders who build doors or brattices (ventilation walls or partitions) in underground passageways.",3,0.607,"Carpentry is fundamentally physical work done in unstructured, constantly changing environments—every job site is different, requiring skilled hands and real-time adaptation that robots can't yet match. The judgment involved in reading materials, adjusting to site conditions, and solving unexpected structural problems adds further protection. However, the role doesn't carry strong legal accountability or deep trust relationships, which limits its overall resilience ceiling.",ladder,0.0,1000,34000,35020,36070,37152,59310,61089,62922,64810,66754,68757,524884,"Yr1 $34,000 + Yr2 $35,020 + Yr3 $36,070 + Yr4 $37,152 + Yr5 $59,310 + Yr6 $61,089 + Yr7 $62,922 + Yr8 $64,810 + Yr9 $66,754 + Yr10 $68,757 = $525,884 − $1,000 training = $524,884","1. Paid Training: 4-year on-the-job paid apprenticeship (0 unpaid years). Roughly $1,000 for tools.
2. Earnings trajectory: Starts around $34k. Grows 3% annually during apprenticeship. Reaches Journeyman status at Year 5, jumping to the median of $59,310. Continues at 3% growth.",Medium,"Requires severe physical labor, heavy lifting, and enduring harsh weather elements. High risk of long-term physical wear and tear on the body.",Join a union apprenticeship (UBC) or start as a laborer for a non-union contractor and learn the trade via OJT over 4-5 years.,"74,100 projected annual openings. Massive ongoing demand for both residential and commercial carpentry due to constant construction needs.",Union carpenters benefit from robust multi-employer defined-benefit pensions and annuities. Non-union relies on standard 401(k) options.
3,29-2056.00,Veterinary Technologists and Technicians,https://www.onetonline.org/link/summary/29-2056.00,"$22.11 hourly, $45,980 annual",Much faster than average (7% or higher),9.1,"14,300",High school diploma or equivalent,"Certified Veterinary Technician (CVT), Emergency Veterinary Technician (Emergency Vet Tech), Internal Medicine Veterinary Technician (Internal Medicine Vet Tech), Licensed Veterinary Technician (LVT), Registered Veterinary Technician (RVT), Veterinarian Technician (Vet Tech), Veterinary Laboratory Technician (Vet Lab Tech), Veterinary Nurse (Vet Nurse), Veterinary Technician (Vet Tech), Veterinary Technologist","Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",3.1,0.607,"Vet techs work directly with animals—restraining patients, assisting in surgery, collecting samples, and administering treatments—in unpredictable physical environments that require real dexterity and presence. They operate under credentialing requirements and make clinical observations that feed into veterinary decision-making. As AI helps veterinarians become more productive and see more patients, demand for skilled vet techs to handle the hands-on clinical work is likely to grow alongside.",linear,2.0,10000,0,0,35000,36569,38137,39706,41274,42843,44411,45980,313920,"Linear: ($35,000 up to $45,980) over 8 yrs − $10,000 training = $313,920","1. Student Pays: 2-year AVMA-accredited Associate degree (~$10k). 2 unpaid years.
2. Earnings trajectory: Salary linearly interpolates from a $35k starting wage up to the $45,980 median.",Medium,"The degree requires rigorous science coursework. The job itself is physically taxing (restraining animals), emotionally brutal (euthanasia, abusive owners), and notoriously underpaid for the skill level required.",Complete an AVMA-accredited 2-year associate degree in veterinary technology. Pass the Veterinary Technician National Examination (VTNE) to become credentialed.,"14,300 projected annual openings. Very high demand driven by increased pet ownership and spending, compounded by high burnout and turnover in the field.",Very rare. Most work for private veterinary clinics or corporate chains (like Banfield/VCA) that offer basic 401(k)s.
3,31-9011.00,Massage Therapists,https://www.onetonline.org/link/summary/31-9011.00,"$27.86 hourly, $57,950 annual",Much faster than average (7% or higher),15.4,"24,700",Post-secondary certificate,"Bodywork Therapist, Certified Massage Therapist (CMT), Clinical Massage Therapist, Integrated Deep Tissue Massage Therapist, Licensed Massage Practitioner (LMP), Licensed Massage Therapist (LMT), Massage Therapist, Registered Massage Therapist (RMT), Soft Tissue Specialist, Therapeutic Massage Technician","Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans.",2.8,0.601,"Massage therapy is one of the most physically hands-on jobs that exists—every body is different, and the work requires skilled human touch in direct contact with a client who values the personal, trusting nature of the experience. Licensed therapists carry real accountability for client safety. However, the role doesn't involve complex novel judgment, AI doesn't create new demand for massage, and there's little administrative burden for AI to relieve. The physical and relational nature of the work is what keeps it safe.",linear,0.5,5000,17500,37550,40100,42650,45200,47750,50300,52850,55400,57950,442250,"Linear: ($35,000 up to $57,950) over 9.5 yrs − $5,000 training = $442,250","1. Student Pays: 600-1000 hour certificate program, mapped as 0.5 unpaid years (~$5k).
2. Earnings trajectory: Yr1 prorated to 50% ($17,500). Salary linearly interpolates from a full-time entry baseline (~$35k) up to the $57,950 median.",Low,Certificate programs are relatively easy to enter and complete. The true difficulty is the intense physical toll on the hands/wrists/back and the challenge of building a consistent clientele.,Complete a state-approved massage therapy program (typically 500+ hours). Pass the MBLEx (Massage & Bodywork Licensing Examination) and obtain a state license.,"24,700 projected annual openings. Growing demand as massage is increasingly recognized for legitimate rehabilitative and wellness benefits.",Almost non-existent. Over half of massage therapists are self-employed; those working for spas usually rely on personal savings or basic 401(k) offerings without pensions.
3,15-1299.08,Computer Systems Engineers/Architects,https://www.onetonline.org/link/summary/15-1299.08,"$52.39 hourly, $108,970 annual",Much faster than average (7% or higher),,"31,300",Post-secondary certificate,"Infrastructure Engineer, IT Architect (Information Technology Architect), IT Engineer (Information Technology Engineer), Network and Infrastructure Engineer, Solutions Architect, Systems Application Engineer, Systems Architect, Systems Consultant, Systems Engineer, Web Architect","Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions.",3,0.556,"Systems architects make high-stakes design decisions about complex infrastructure where mistakes can be costly and situations are often genuinely novel. AI will handle more routine design patterns, but someone still needs to make the big-picture architectural calls and integrate competing constraints. These professionals are also well-positioned to direct and validate AI-generated designs, keeping them relevant as AI tools expand what's possible.",linear,0.0,2000,85000,87663,90327,92990,95653,98317,100980,103643,106307,108970,967850,"Linear: ($85,000 up to $108,970) over 10 yrs − $2,000 training = $967,850","1. Paid Training: Promoted from senior IT roles; assumes $2,000 for advanced certifications (AWS/Azure/TOGAF). 0 unpaid years.
2. Earnings trajectory: Salary grows linearly from a senior engineer baseline (~$85k) up to the $108,970 median.",High,"Requires extremely deep technical knowledge of hardware, software, and networking, combined with high-stakes decision-making for complex systems where failure is catastrophic.","Gain 5-10 years of experience in systems administration or software development. Earn multiple advanced professional certifications (e.g., CISSP, AWS Architect, MSCE). Prove ability to design enterprise-wide solutions.","31,300 projected annual openings. Very strong demand as companies migrate to complex cloud/hybrid infrastructures.",Extremely rare in tech. Relies heavily on competitive 401(k) matches and equity/bonuses in private sector roles.
3,25-3021.00,Self-Enrichment Teachers,https://www.onetonline.org/link/summary/25-3021.00,"$21.92 hourly, $45,590 annual",Average (3% to 4%),3.7,"51,400",Associate's degree,"Art Teacher, Dance Instructor, Dance Teacher, Driving Instructor, Flight Instructor, Instructor, Martial Arts Instructor, Music Instructor, Piano Teacher, Teacher","Teach or instruct individuals or groups for the primary purpose of self-enrichment or recreation, rather than for an occupational objective, educational attainment, competition, or fitness.",2.7,0.555,"People take self-enrichment classes—cooking, art, music, yoga—largely for the human connection and shared experience, not just the information. The relationship between teacher and student, and the way good instructors adapt and grow alongside their learners, is central to what makes these classes valuable. However, these roles lack legal protections or licensing requirements, and AI-powered learning platforms will compete directly for students seeking convenience over community.",linear,0.0,1000,35000,36177,37353,38530,39707,40883,42060,43237,44413,45590,401950,"Linear: ($35,000 up to $45,590) over 10 yrs − $1,000 training = $401,950","1. Student Pays: Requires expertise in a specific subject (mapped as $1,000 for specialized prep/materials). 0 unpaid years if teaching based on prior hobby/skill.
2. Earnings trajectory: Salary linearly interpolates from a ~$35k starting base up to the $45,590 median.",Low,Low barrier to entry; primary requirement is a skill people want to learn. The difficulty is in curriculum design and building a steady class enrollment.,"Master a specific hobby or skill (art, dance, coding). Pitch courses to community colleges, recreation centers, or private studios. Minimal formal licensing required.","51,400 projected annual openings. Growing demand for lifelong learning, though many roles are part-time or independent contractor status.","Rare. Most are part-time; full-time roles at community colleges may offer some retirement benefits, but otherwise relies on personal savings."
2,39-2021.00,Animal Caretakers,https://www.onetonline.org/link/summary/39-2021.00,"$16.09 hourly, $33,470 annual",Much faster than average (7% or higher),12.1,"74,600",High school diploma or equivalent,"Animal Care Giver (ACG), Aquarist, Dog Bather, Dog Groomer, Groomer, Kennel Attendant, Kennel Technician (Kennel Tech), Pet Groomer, Pet Stylist, Zookeeper","Feed, water, groom, bathe, exercise, or otherwise provide care to promote and maintain the well-being of pets and other animals that are not raised for consumption, such as dogs, cats, race horses, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks.",2.3,0.554,"The core strength of this role is that it requires hands-on physical work with living animals in unpredictable settings—feeding, cleaning, exercising, and monitoring health—which robots cannot reliably do. Pet owners also value knowing a caring human is looking after their animals. However, the work involves limited complex judgment, no licensing requirements, and AI offers little to amplify the role's productivity.",linear,0.0,0,28000,28608,29216,29823,30431,31039,31647,32254,32862,33470,307350,"Linear: ($28,000 up to $33,470) over 10 yrs − $0 training = $307,350","1. Paid Training: Learned entirely via on-the-job experience (0 unpaid years, $0 cost).
2. Earnings trajectory: Salary linearly interpolates from a ~$28k entry wage (kennel attendant) up to the $33,470 median.",Low,"Low academic barrier; requires physical stamina and comfort handling animals. Main difficulty is physically demanding, repetitive work for low pay.","Secure entry-level work at a kennel, shelter, or zoo. Gain experience in animal handling, feeding, and facility maintenance.","74,600 projected annual openings. Very high demand and high turnover provide easy entry into the field.",Rare. Most work for private small businesses or non-profits; some municipal zookeepers may have access to public pensions.
2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,https://www.onetonline.org/link/summary/31-9096.00,"$17.94 hourly, $37,320 annual",Much faster than average (7% or higher),8.7,"22,200",High school diploma or equivalent,"Animal Care Provider, Animal Caregiver, Avian Keeper, Certified Veterinary Assistant, Emergency Veterinary Assistant, Inpatient Technician Assistant, Kennel Vet Assistant (Kennel Veterinary Assistant), Research Animal Attendant, Small Animal Caretaker, Veterinarian Assistant (Vet Assistant)","Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists.",2.6,0.553,"Veterinary assistants and lab animal caretakers work hands-on with animals every day—feeding, cleaning, restraining, and providing basic care in environments that are unpredictable and require a physical human presence. This strong physical component protects the role from automation more than most entry-level positions. However, the work involves limited independent judgment, no licensure requirements, and only modest potential to benefit from AI-driven productivity gains.",linear,0.25,500,22500,30813,31627,32440,33253,34067,34880,35693,36507,37320,328600,"Linear: ($30,000 up to $37,320) over 9.75 yrs − $500 training = $328,600","1. Student Pays: Short certification or OJT mapped as 0.25 unpaid years (~$500).
2. Earnings trajectory: Yr1 prorated to 75% ($22,500). Salary linearly interpolates from a full-time entry baseline (~$30k) up to the $37,320 median.",Low,Training is fast; primary challenge is the physically and emotionally taxing nature of working in a clinical environment with sick animals.,Complete a short veterinary assistant certificate program or learn on the job at a clinic under the supervision of a vet or vet tech.,"22,200 projected annual openings. Strong demand as veterinary services continue to expand.",Rare. Relies on 401(k) / Simple IRA plans provided by private clinics or large corporate veterinary networks.
